0,0,0,0,0,0,0,0,12324,12309,12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12316,12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12324,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12324,12310,0,12314,12321,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12316,12318,0,0,4113,2,2,4,2,2,4106,0,0,0,0,12324,12310,0,12316,12318,0,0,0,0,0,0,0,12324,12310,0,12316,12317,12309,12325,12325,12317,12309,12318,0,0,0,0,0,12324,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,12316,12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12314,12325,12309,12318,0,0,0,0,0,0,4116,4101,4102,4102,4101,4104
0,0,0,12316,12317,12325,12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12323,12311,0,0,4111,2,2,2,4,2,2,4103,0,0,12324,12325,12325,12309,12325,12311,0,12316,12318,0,0,0,0,12315,12319,0,12323,12325,12321,12313,12321,12313,12321,12325,12318,0,0,0,0,12314,12320,0,0,12316,12317,12309,12317,12309,12317,12309,12317,12310,0,12316,12325,12325,12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12314,12321,12312,0,0,0,4116,4101,4102,2,2,4109,4110,4109,4108
0,0,12316,12325,12325,12319,0,4116,4104,0,4102,0,0,0,0,0,0,0,0,12324,12310,0,12316,12317,12310,0,12316,12317,12325,12319,0,0,0,4112,2,2,4,2,2,4106,0,0,12315,12325,12325,12325,12313,12325,12309,12321,12311,0,0,12324,12309,12325,12312,0,12314,12320,0,0,0,0,0,12323,12311,0,0,0,0,0,0,0,0,12322,12313,12321,12325,12325,12325,12325,12325,12325,12309,12325,12313,12321,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,12316,12317,12310,0,0,0,0,0,4115,2,4110,4110,4110,4108,0,0,0,0
0,0,12323,12325,12325,12312,0,4114,2,4101,2,4104,0,0,0,0,0,0,0,12315,12319,0,12322,12325,12319,0,12322,12325,12325,12311,0,0,0,0,4114,2,4,2,2,4105,0,12316,12325,12325,12321,12312,0,12314,12320,0,12322,12309,12317,12325,12325,12312,0,0,0,0,0,0,0,0,0,12315,12319,0,0,0,0,12316,12318,0,0,0,0,0,12322,12313,12321,12313,12321,12325,12325,12311,0,0,0,0,0,0,0,12316,12317,12310,0,0,0,12316,12317,12309,12325,12325,12319,0,0,4115,4101,4102,4110,4108,0,0,0,0,0,0,0,0
0,0,12315,12325,12312,0,0,4114,2,2,2,2,4104,0,0,0,0,0,0,12323,12325,12318,0,12322,12312,0,0,12322,12313,12325,12309,12318,0,0,4113,2,2,4,2,2,4103,12322,12313,12319,0,0,0,0,0,0,0,12322,12313,12321,12312,0,0,0,0,0,0,0,0,0,0,12323,12313,12317,12309,12318,0,12322,12312,0,12316,12317,12310,0,0,0,0,0,0,12322,12325,12319,0,0,0,0,0,0,12316,12321,12325,12325,12309,12318,0,12322,12313,12321,12325,12325,12312,0,4115,2,4110,4107,0,0,0,0,0,0,0,0,0,0
0,0,12322,12312,0,0,0,4113,2,2,2,2,4106,0,0,0,12324,12310,0,12314,12325,12325,12318,0,0,0,0,0,0,12314,12325,12311,0,0,4114,2,2,4,2,2,4106,0,0,12315,12318,0,0,0,0,4115,4101,4102,4102,4102,4104,0,0,0,0,0,0,0,0,0,12324,12311,0,12314,12325,12311,0,0,0,12316,12325,12325,12319,0,0,0,0,0,0,0,12323,12325,12318,0,0,0,0,12316,12319,0,12323,12325,12325,12312,0,0,0,0,12322,12312,0,4115,2,4107,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4115,2,2,2,2,2,2,4101,4104,0,12314,12320,0,0,12315,12325,12311,0,0,0,0,0,0,0,12314,12320,0,0,4112,2,2,4,2,2,2,4103,0,12323,12311,0,0,4116,4101,2,2,2,2,2,2,4104,0,0,0,0,0,0,0,12324,12325,12319,0,0,12314,12325,12309,12317,12309,12325,12313,12321,12325,12317,12310,0,0,0,0,0,12314,12325,12311,0,0,0,12316,12325,12325,12317,12325,12325,12311,0,0,0,0,0,0,0,4115,2,4108,0,0,0,12316,12318,0,12324,12310,0,0,0,0,0
0,0,0,0,0,0,4113,2,2,2,2,2,2,2,2,4103,0,0,0,0,12323,12325,12319,0,0,0,0,0,0,0,0,0,0,0,0,4114,2,2,4,2,2,4105,0,12314,12320,0,4115,2,2,2,2,2,2,2,2,2,4102,4103,0,0,0,0,0,12314,12321,12312,0,0,0,12315,12325,12313,12321,12312,0,0,12323,12325,12319,0,0,0,0,0,0,12315,12319,0,0,12316,12325,12313,12321,12313,12325,12325,12320,0,0,0,0,0,0,4115,2,4107,0,0,0,0,12323,12311,0,12314,12325,12310,0,0,0,0
0,0,0,0,0,0,4111,2,2,2,2,2,2,2,2,2,4103,0,12316,12317,12325,12325,12325,12317,12310,0,0,0,0,0,0,0,0,0,0,4114,2,2,4,2,2,2,4103,0,0,4116,2,2,2,4,4,4,4,4,4,2,2,2,4104,0,0,0,0,0,0,0,0,0,0,12322,12312,0,0,0,0,0,12314,12321,12312,0,0,0,0,0,0,12322,12312,0,0,12322,12312,0,0,0,12314,12319,0,0,0,0,0,0,4116,2,4108,0,0,0,0,0,12314,12320,0,0,12315,12325,12310,0,0,0
