key	len	zh_hant	zh_hans	ja
0.0	30	需要更多住宅巨蛋	需要更多住宅巨蛋	住宅ドームがもっと必要
0.2	29	需要更多商業巨蛋	需要更多商业巨蛋	商業ドームがもっと必要
0.4	29	需要更多工業巨蛋	需要更多工业巨蛋	工業ドームがもっと必要
0.6	20	道路不足	道路不足	
0.8	31	大眾運輸系統不敷使用	大众运输系统不敷使用	大量輸送機関が足りない
0.10	20	請興建發電廠	请兴建发电厂	
0.12	33	月球人要求一座低重力休閒中心	月球人要求一座低重力休闲中心	月人が低重力レク施設を要求
0.14	36	工業需要一座月球車港	工业需要一座月球车港	工業にムーンローバー港が必要
0.16	34	商業需要一座太空梭港	商业需要一座太空梭港	商業にシャトル港が必要
0.18	20	污染非常嚴重	污染非常严重	
0.20	16	犯罪率非常高	犯罪率非常高	
0.22	31	交通經常壅塞	交通经常壅塞	
0.24	32	月球人要求增設消防隊	月球人要求增设消防队	月人が消防隊を要求
0.26	38	月球人要求增設月球巡邏隊	月球人要求增设月球巡逻队	月人が月面パトロール隊を要求
0.28	36	傳出停電。請查看電力網路圖	传出停电。请查看电力网路图	
0.30	36	月球人不滿。稅高得不像話	月球人不满。税高得不像话	月人が不満。税がこの世のものでない
0.32	41	經費不足，道路年久失修	经费不足，道路年久失修	
0.34	30	消防隊需要經費	消防队需要经费	
0.36	36	月球巡邏隊需要經費	月球巡逻队需要经费	月面パトロール隊に予算が必要
0.38	14	傳出火警！	传出火警！	
0.40	35	發現外星怪獸！！	发现外星怪兽！！	エイリアン怪獣を発見！！
0.42	24	出現流星雨！！	出现流星雨！！	流星群が発生！！
0.44	27	發生強烈月震！！！	发生强烈月震！！！	大きな月震が発生！！！
0.46	22	有太空梭墜毀！	有太空梭坠毁！	シャトルが墜落！
0.48	26	傳出氣墊船失事！	传出气垫船失事！	ホバークラフトが事故！
0.50	16	有火車出軌！	有火车出轨！	
0.52	21	有噴射直昇機墜毀！	有喷射直升机坠毁！	ジェットコプターが墜落！
0.54	26	失業率偏高	失业率偏高	
0.56	25	本市已經破產！	本市已经破产！	
0.58	38	別把天然地形都推平了！！	别把天然地形都推平了！！	自然地形を整地しつくすな！！
0.60	37	公園不足——綠地太少了！	公园不足——绿地太少了！	公園が足りない——緑が不足！
0.62	20	偵測到爆炸！	侦测到爆炸！	
0.64	18	你付不起	你付不起	それを買う金がない
0.66	27	這塊地必須先清理	这块地必须先清理	先に整地しておくこと
0.68	20	月球人口 ＝ 兩千人	月球人口 ＝ 两千人	月人の数 ＝ 2,000 人
0.70	21	月球人口 ＝ 一萬人	月球人口 ＝ 一万人	月人の数 ＝ 10,000 人
0.72	21	月球人口 ＝ 五萬人	月球人口 ＝ 五万人	月人の数 ＝ 50,000 人
0.74	22	月球人口 ＝ 十萬人	月球人口 ＝ 十万人	月人の数 ＝ 100,000 人
0.76	22	月球人口 ＝ 五十萬人	月球人口 ＝ 五十万人	月人の数 ＝ 500,000 人
0.78	37	電力吃緊，請再蓋一座發電廠	电力吃紧，请再盖一座发电厂	
0.80	23	交通量偏高	交通量偏高	
0.82	31	傳出黴菌蔓延！！	传出霉菌蔓延！！	カビの侵食が発生！！
0.84	36	傳出外星病毒污染！！！	传出外星病毒污染！！！	地球外ウイルス汚染が発生！！！
0.86	32	塵池上不能興建	尘池上不能兴建	塵の池の上には建てられない
0.88	22	這裡不能興建	这里不能兴建	
0.90	17	這裡無法整地	这里无法整地	
1.0	10	整地機：$1	整地机：$1	整地機：$1
1.1	9	道路：$10	道路：$10	
1.2	15	電力線：$5	电力线：$5	
1.3	10	軌道：$20	轨道：$20	軌道：$20
1.4	9	公園：$10	公园：$10	
1.5	17	住宅區：$100	住宅区：$100	
1.6	16	商業區：$100	商业区：$100	
1.7	16	工業用地：$100	工业用地：$100	
1.8	24	月球巡邏站：$500	月球巡逻站：$500	月面パトロール署：$500
1.9	18	消防隊：$500	消防队：$500	
1.10	23	低重力休閒中心：$3000	低重力休闲中心：$3000	低重力レク施設：$3000
1.11	30	重力波發電機：$5000	重力波发电机：$5000	重力波発電機：$5000
1.12	17	月球車港：$5000	月球车港：$5000	ローバー港：$5000
1.13	20	太空梭港：$10000	太空梭港：$10000	シャトル港：$10000
1.14	26	核能發電廠：$3000	核能发电厂：$3000	原子力発電所：$3000
2.0	259	交通警訊——這個坑裡的交通臭得像\n地球人。去哪都得花上一輩子。\n我要是喜歡連坐好幾個小時哪裡都去\n不了，當初就待在地球了。要嘛多蓋\n幾條道路和軌道，要嘛學會在真空裡\n呼吸。	交通警讯——这个坑里的交通臭得像\n地球人。去哪都得花上一辈子。\n我要是喜欢连坐好几个小时哪里都去\n不了，当初就待在地球了。要嘛多盖\n几条道路和轨道，要嘛学会在真空里\n呼吸。	交通警報——このクレーターの交通は\n地球人みたいに臭い。どこへ行くにも\n永遠にかかる。何時間も座ったまま\nどこにも行けないのが好きなら、\n地球に残っていた。道路と軌道を\n増やすか、真空で呼吸する術を\n覚えるかだ。
2.1	244	治安警報——本市犯罪橫行。這裡兇\n到學生會勒索老師的午餐錢，月球老\n太太隨身帶雷射槍，程式設計師晚上\n得把手指鎖起來，不然會被偷走。	治安警报——本市犯罪横行。这里凶\n到学生会勒索老师的午餐钱，月球老\n太太随身带雷射枪，程式设计师晚上\n得把手指锁起来，不然会被偷走。	治安警報——この街の犯罪は野放しだ。\n生徒が先生から昼食代をゆすり、\n小柄な老月人は光線銃を持ち歩き、\nプログラマーは夜になると指に鍵を\nかける。でないと盗まれるからだ。
2.2	207	　　外星病毒污染\n看來有一種外星病毒在你其中一座發\n電廠附近住下來了。建議你避開那一\n帶，直到它離開為止。\n前提是它真的會離開……	　　外星病毒污染\n看来有一种外星病毒在你其中一座发\n电厂附近住下来了。建议你避开那一\n带，直到它离开为止。\n前提是它真的会离开……	　　地球外ウイルス汚染\n発電所の一つの近くに、地球外の\nウイルスが住みついたらしい。\n去るまであの一帯は避けたほうがいい。\nもっとも、去るとすればの話だが……
