key	len	zh_hant	zh_hans	ja
0.0	37	陛下，我們需要更多住宅區	陛下，我们需要更多住宅区	陛下、住宅地区がもっと必要です
0.2	36	陛下，我們需要更多商業區	陛下，我们需要更多商业区	陛下、商業地区がもっと必要です
0.4	36	陛下，我們需要更多工業用地	陛下，我们需要更多工业用地	陛下、工業地区がもっと必要です
0.6	28	陛下，我們需要更多道路	陛下，我们需要更多道路	陛下、道路がもっと必要です
0.8	32	陛下，我們需要更多馬車道	陛下，我们需要更多马车道	陛下、荷馬車道がもっと必要です
0.10	29	陛下，我們需要水源	陛下，我们需要水源	陛下、水源が必要です
0.12	39	百姓吵著要一座馬上長槍比武場	百姓吵著要一座马上长枪比武场	民が馬上槍試合場を騒ぎ立てています
0.14	27	工業請求興建港口	工业请求兴建港口	工業が港を求めています
0.16	27	商業請求興建城堡	商业请求兴建城堡	商業が城を求めています
0.18	37	陛下，污穢之氣讓我們病了！	陛下，污秽之气让我们病了！	陛下、瘴気で民が病んでおります！
0.20	21	陛下，盜匪橫行！	陛下，盗匪横行！	陛下、盗賊がはびこっております！
0.22	26	道路太擁擠了	道路太拥挤了	道路が混みすぎています
0.24	34	臣民請求增設消防隊	臣民请求增设消防队	家臣が消防隊を求めています
0.26	29	農奴懇求設置城堡衛隊	农奴恳求设置城堡卫队	農奴が城衛兵を願い出ています
0.28	33	水源短缺。請查看水路圖	水源短缺。请查看水路图	水不足。水路図を確認
0.30	38	百姓對重稅怨聲載道！	百姓对重税怨声载道！	民が重税に怒っております！
0.32	42	經費不足，道路年久失修	经费不足，道路年久失修	
0.34	30	消防隊需要經費	消防队需要经费	
0.36	27	城堡衛隊需要經費	城堡卫队需要经费	城衛兵に予算が必要です
0.38	14	傳出火警！	传出火警！	
0.40	28	發現怪獸出沒！！	发现怪兽出没！！	
0.42	18	出現龍捲風！！	出现龙卷风！！	
0.44	28	發生強烈地震！！！	发生强烈地震！！！	
0.46	22	傳出龍息爆襲！	传出龙息爆袭！	竜の吐息が炸裂！
0.48	19	有船隻失事！	有船只失事！	
0.50	16	有馬車翻覆！	有马车翻覆！	荷馬車が横転！
0.52	32	有女巫從天上摔下來！	有女巫从天上摔下来！	魔女が空から落ちてきた！
0.54	28	陛下，我們無工可做	陛下，我们无工可做	陛下、仕事がありません
0.56	37	國庫裡一塊金子都不剩了！	国库里一块金子都不剩了！	国庫に金貨が一枚も残っておりません！
0.58	38	陛下，請別把樹都砍光	陛下，请别把树都砍光	陛下、森を切り尽くさないでください
0.60	27	百姓想要更多園林	百姓想要更多园林	民がもっと庭園を望んでいます
0.62	19	偵測到爆炸！	侦测到爆炸！	
0.64	30	金子不夠，無法興建	金子不够，无法兴建	金貨が足りず建てられません
0.66	26	這塊地必須先犁過	这块地必须先犁过	先に鋤を入れてください
0.68	35	人口已達兩千名農奴	人口已达两千名农奴	人口が農奴 2,000 人に達しました
0.70	39	人口已達一萬名平民	人口已达一万名平民	人口が平民 10,000 人に達しました
0.72	39	人口已達五萬名平民	人口已达五万名平民	人口が平民 50,000 人に達しました
0.74	41	人口已達十萬名納稅人	人口已达十万名纳税人	人口が納税者 100,000 人に達しました
0.76	31	人口已達五十萬人	人口已达五十万人	
0.78	33	水源短缺，再鑿一口井	水源短缺，再凿一口井	水不足。井戸をもう一つ掘れ
0.80	26	道路太擁擠了	道路太拥挤了	道路が混みすぎています
0.82	19	傳出水災！！	传出水灾！！	
0.84	36	瘟疫降臨我們身上了！！！	瘟疫降临我们身上了！！！	疫病が我らに降りかかった！！！
0.86	36	連陛下也無法在水面上興建	连陛下也无法在水面上兴建	陛下とて水上には建てられません
0.88	26	此處不能興建	此处不能兴建	ここには建てられません
0.90	17	此處不能用犁	此处不能用犁	ここは鋤を入れられません
1.0	8	犁：$1	犁：$1	鋤：$1
1.1	9	道路：$10	道路：$10	
1.2	13	水路：$5	水路：$5	水路：$5
1.3	16	馬車道：$20	马车道：$20	荷馬車道：$20
1.4	9	公園：$10	公园：$10	
1.5	17	住宅區：$100	住宅区：$100	
1.6	16	商業區：$100	商业区：$100	
1.7	16	工業用地：$100	工业用地：$100	
1.8	18	城堡衛隊：$500	城堡卫队：$500	城衛兵：$500
1.9	18	消防隊：$500	消防队：$500	
1.10	15	比武場：$3000	比武场：$3000	馬上槍試合：$3000
1.11	18	水車：$5000	水车：$5000	水車：$5000
1.12	13	港口：$5000	港口：$5000	港：$5000
1.13	14	城堡：$10000	城堡：$10000	城：$10000
1.14	11	水井：$3000	水井：$3000	井戸：$3000
2.0	154	交通警訊——本城的交通已經無解，\n百姓的火氣越來越大。要嘛多鋪幾條\n道路和馬車道，要嘛去弄一輛防石\n戰車。	交通警讯——本城的交通已经无解，\n百姓的火气越来越大。要嘛多铺几条\n道路和马车道，要嘛去弄一辆防石\n战车。	交通警報——この街の交通は\nどうにもならない。民の気は\n荒くなる一方だ。道路と荷馬車道を\n増やすか、投石よけの戦車を\n手に入れるかだ。
2.1	193	治安警報——本城的犯罪已經失控。\n暴民在城中搶劫、破壞，扒手忙得像\n在過節。再不處理，我們就要開始談\n《大憲章》了。	治安警报——本城的犯罪已经失控。\n暴民在城中抢劫、破坏，扒手忙得像\n在过节。再不处理，我们就要开始谈\n《大宪章》了。	治安警報——この街の犯罪は手に\n負えない。暴徒が中心街で略奪と\n破壊を働き、すりは祭りのようだ。\n早く手を打たねば、こちらは\n大憲章の話を始めることになる。
2.2	224	瘟疫——水車附近爆發了瘟疫。水蛭\n和放血似乎都沒有用。謀士建議陛下\n與隨從避開那一帶，等到很久很久以\n後現代科學找出解藥再說。	瘟疫——水车附近爆发了瘟疫。水蛭\n和放血似乎都没有用。谋士建议陛下\n与随从避开那一带，等到很久很久以\n后现代科学找出解药再说。	疫病——水車の近くで疫病が\n広がった。蛭も瀉血も効かぬらしい。\n謀臣は、はるか未来に近代科学が\n治療法を見つけるまで、陛下と家来は\nあの一帯に近づくなと申しております。
2.3	217	您贏了——您在設計、都市規劃與領導\n上的才能，證明您是一位偉大的君主。\n百姓會為您立碑，並以您的名字為長\n子命名。要不要考慮去選國王？	您赢了——您在设计、都市规划与领导\n上的才能，证明您是一位伟大的君主。\n百姓会为您立碑，并以您的名字为长\n子命名。要不要考虑去选国王？	陛下の勝ちだ——設計、都市計画、\nそして統治の腕前が、偉大な君主で\nあることを示した。民は記念碑を建て、\n長男に陛下の名を付けるだろう。\n王位を目指してはどうか。
2.4	330	解放通知\n本城的百姓已經受夠了您拙劣的規劃\n與無能的管理。一群憤怒的暴民正在\n攻打您的城堡，高喊著自由、平等與\n結社的激進口號。您也許該去鄰國拜\n訪一下表親——現在就去！（或者把\n說明書讀一遍，再來一次。）	解放通知\n本城的百姓已经受够了您拙劣的规划\n与无能的管理。一群愤怒的暴民正在\n攻打您的城堡，高喊著自由、平等与\n结社的激进口号。您也许该去邻国拜\n访一下表亲——现在就去！（或者把\n说明书读一遍，再来一次。）	解放通告——この街の民は、お粗末な\n計画と無能な運営にもう我慢できない。\n怒った暴徒が城に押し寄せ、自由・\n平等・結社という過激な言葉を叫んで\nいる。隣国のいとこを訪ねるなら今だ！\n（またはマニュアルを読んで再挑戦）
2.5	269	怪獸來襲——有人在水裡發現一隻巨\n大、卑劣、醜陋、受詛咒的生物，\n所到之處一片狼藉。也許您當初不該\n把拜怪獸的那群人逐出王國。\n唉，活到老學到老——還是活到老燒\n到老？	怪兽来袭——有人在水里发现一只巨\n大、卑劣、丑陋、受诅咒的生物，\n所到之处一片狼藉。也许您当初不该\n把拜怪兽的那群人逐出王国。\n唉，活到老学到老——还是活到老烧\n到老？	怪獣襲来——巨大で、けがらわしく、\n醜く、呪われた生き物が水中で目撃\nされた。通った跡はどこも破壊だらけ。\n怪獣を崇める者を国から追い出す\nべきではなかったのかもしれぬ。\nまあ、生きて学べ——いや、生きて\n焼かれる、か。
2.6	251	污染警報——本城的污染已經超過中\n世紀環境保護署訂定的上限。您正冒\n著造成嚴重生態後果的風險。要嘛把\n它清乾淨，要嘛發明防毒面具。	污染警报——本城的污染已经超过中\n世纪环境保护署订定的上限。您正冒\n著造成严重生态后果的风险。要嘛把\n它清干净，要嘛发明防毒面具。	汚染警報——この街の汚染は、中世\n環境保護庁の定める上限を超えた。\n深刻な生態系への影響を招きかねない。\n何とかするか、ガスマスクを発明\nするかだ。
2.7	244	　　　　超級都會\n中世紀的您，是一方雄主，\n從太古森林裡開出一片國土。\n五十萬農奴\n為您守著疆域，\n皇家衛隊替您把邪祟踏除。	　　　　超级都会\n中世纪的您，是一方雄主，\n从太古森林里开出一片国土。\n五十万农奴\n为您守著疆域，\n皇家卫队替您把邪祟踏除。	　　　　メガロポリス\n中世に名だたる領主となり、\n太古の森から王国を築いた。\n五十万の農奴が\n領地を守り、\n近衛兵が悪を踏みつぶす。
2.8	224	大都會——您的王國已經取得大都會\n的地位與排名。十萬名臣民的生計與\n福祉都在您手上。以您的規劃與領導\n才能，可以考慮把自己封神了。	大都会——您的王国已经取得大都会\n的地位与排名。十万名臣民的生计与\n福祉都在您手上。以您的规划与领导\n才能，可以考虑把自己封神了。	大都市——陛下の王国は大都市の\n地位と格を手に入れた。10 万の家臣\nの暮らしと福利は陛下の手の中。\nその計画と統治の腕なら、\n自らを神と称してもよかろう。
2.9	140	首府——您的城市已經成為首府。\n您是五萬名農奴、奴隸與平民的君主\n——外加零星幾個自由市民。	首府——您的城市已经成为首府。\n您是五万名农奴、奴隶与平民的君主\n——外加零星几个自由市民。	首府——この街は首府になった。\n陛下は 5 万の農奴・奴隷・平民の\n君主だ——ほかに自由な市民が\n少しばかり。
2.10	104	城市——您的城鎮已長成一座完整的\n城市，目前人口一萬。\n好的開始。	城市——您的城镇已长成一座完整的\n城市，目前人口一万。\n好的开始。	都市——あなたの町は人口 1 万人の\n立派な都市に育った。\nよい始まりだ。
2.11	92	城鎮——總算……您那個小得可憐的\n村落升格成城鎮了。您現在統治著兩\n千名臣民。	城镇——总算……您那个小得可怜的\n村落升格成城镇了。您现在统治著两\n千名臣民。	町——ようやくだ……小さな村が町に\n昇格した。いま 2,000 の家臣を\n治めている。
2.12	255	虎城，1563 年——\n這個勉強稱得上城市的地方，曾經是\n一個偉大的王國。地價暴跌與失業使\n城中的犯罪惡化成長期問題。您有十\n年的時間降低犯罪，並重建本城的工\n業基礎。	虎城，1563 年——\n这个勉强称得上城市的地方，曾经是\n一个伟大的王国。地价暴跌与失业使\n城中的犯罪恶化成长期问题。您有十\n年的时间降低犯罪，并重建本城的工\n业基础。	タイガーヴィル、1563 年——\nかろうじて街と呼べるこの場所は、\nかつて偉大な王国だった。地価の\n暴落と失業が中心街の犯罪を慢性化\nさせた。10 年で犯罪を減らし、\n工業基盤を建て直してほしい。
2.13	224	約翰之箭河，1638 年——\n這片繁榮的土地即將遭遇一場近乎聖\n經規模的大洪水，沿海地區會被大水\n與侵蝕摧毀。您有十年的時間把這片\n沼澤變回一座城市。	约翰之箭河，1638 年——\n这片繁荣的土地即将遭遇一场近乎圣\n经规模的大洪水，沿海地区会被大水\n与侵蚀摧毁。您有十年的时间把这片\n沼泽变回一座城市。	ジョン・アローズ・リバー、1638 年\n——この栄えた土地は、聖書さながら\nの大洪水に飲まれようとしている。\n沿岸は水と浸食に壊されるだろう。\n10 年でこの沼地を都市に戻せ。
2.14	333	托爾金，1548 年——\n一隻巨大、發臭、令人作嘔的爬蟲類\n生物從邪惡的「四門之地」冒了出來，\n正在摧毀您的工業區。您的議會裡沒\n有大法師，只能先控制火勢、修復水\n路，等怪獸離開再重建。\n您有五年的時間。	托尔金，1548 年——\n一只巨大、发臭、令人作呕的爬虫类\n生物从邪恶的「四门之地」冒了出来，\n正在摧毁您的工业区。您的议会里没\n有大法师，只能先控制火势、修复水\n路，等怪兽离开再重建。\n您有五年的时间。	トールキン、1548 年——巨大で臭くて\n不快な爬虫類が、邪悪な地フォードア\n（四つ扉？）から現れ、工業地区を\n壊している。議会に大魔法使いは\nいない。火を抑え水路を直し、怪獣が\n去ってから建て直せ。期限は 5 年。
2.15	301	史邦美樂，1535 年——\n法師大會出了亂子——會場上打了起\n來，閃電像雨一樣打在城裡。您已經\n把那位把會場租給法師的大臣斬了。\n現在您必須控制火勢並重建。\n您有五年的時間。	史邦美乐，1535 年——\n法师大会出了乱子——会场上打了起\n来，闪电像雨一样打在城里。您已经\n把那位把会场租给法师的大臣斩了。\n现在您必须控制火势并重建。\n您有五年的时间。	スパメロット、1535 年——魔法使いの\n大会で騒ぎが起きた。決闘が始まり、\n稲妻が街に降りそそいでいる。会場を\n貸した大臣はすでに斬首させた。\nあとは火を抑えて建て直すだけだ。\n期限は 5 年。
