key	len	zh_hant	zh_hans	ja
0.0	33	我們要求更多住宅區	我们要求更多住宅区	
0.2	32	我們要求更多商業區	我们要求更多商业区	
0.4	27	我們要求工業用地	我们要求工业用地	
0.6	30	需要更多輸送管	需要更多输送管	
0.8	28	磁浮列車系統不敷使用	磁浮列车系统不敷使用	
0.10	20	請興建發電廠	请兴建发电厂	
0.12	30	我們要求一座雷射機器人球場	我们要求一座雷射机器人球场	
0.14	35	工業要求一座氣墊船港	工业要求一座气垫船港	
0.16	30	商業要求一座太空港	商业要求一座太空港	
0.18	20	污染非常嚴重	污染非常严重	
0.20	16	犯罪率非常高	犯罪率非常高	
0.22	31	交通經常壅塞	交通经常壅塞	
0.24	34	市民要求增設消防隊	市民要求增设消防队	
0.26	36	市民要求增設警察局	市民要求增设警察局	
0.28	36	傳出停電。請查看電力網路圖	传出停电。请查看电力网路图	
0.30	35	我們很不爽。稅率太高了	我们很不爽。税率太高了	
0.32	42	經費不足，道路年久失修	经费不足，道路年久失修	
0.34	30	消防隊需要經費	消防队需要经费	
0.36	32	警察局需要經費	警察局需要经费	
0.38	15	傳出火警！	传出火警！	
0.40	29	發現怪獸出沒！！	发现怪兽出没！！	
0.42	19	出現龍捲風！！	出现龙卷风！！	
0.44	29	發生強烈地震！！！	发生强烈地震！！！	
0.46	23	有太空梭墜毀！	有太空梭坠毁！	
0.48	27	傳出氣墊船失事！	传出气垫船失事！	
0.50	21	有磁浮列車出軌！	有磁浮列车出轨！	
0.52	22	有核動力直昇機墜毀！	有核动力直升机坠毁！	
0.54	26	失業率偏高	失业率偏高	
0.56	25	本市已經破產！	本市已经破产！	
0.58	31	救救樹！救救樹！	救救树！救救树！	
0.60	35	我們要求更多綠地（公園）！	我们要求更多绿地（公园）！	
0.62	20	偵測到爆炸！	侦测到爆炸！	
0.64	22	你付不起	你付不起	
0.66	33	這塊地必須先分解	这块地必须先分解	
0.68	36	唱吧：我們是城鎮，我們有兩千人	唱吧：我们是城镇，我们有两千人	
0.70	37	唱吧：我們是城市，我們有一萬人	唱吧：我们是城市，我们有一万人	
0.72	40	唱吧：我們是首府，我們有五萬人	唱吧：我们是首府，我们有五万人	
0.74	38	我們是大都會，我們有十萬人	我们是大都会，我们有十万人	
0.76	39	我們是超級都會，我們有五十萬人	我们是超级都会，我们有五十万人	
0.78	37	電力吃緊，請再蓋一座發電廠	电力吃紧，请再盖一座发电厂	
0.80	23	交通量偏高	交通量偏高	
0.82	20	傳出水災！！	传出水灾！！	
0.84	35	發生爐心熔毀！！！	发生炉心熔毁！！！	
0.86	40	水面上不能蓋——你也太自大了	水面上不能盖——你也太自大了	
0.88	22	這裡不能興建	这里不能兴建	
0.90	20	這裡無法整地	这里无法整地	
1.0	17	分解器：$1	分解器：$1	
1.1	19	輸送管：$10	输送管：$10	
1.2	15	電力線：$5	电力线：$5	
1.3	13	磁浮軌道：$20	磁浮轨道：$20	
1.4	9	公園：$10	公园：$10	
1.5	17	住宅區：$100	住宅区：$100	
1.6	16	商業區：$100	商业区：$100	
1.7	16	工業用地：$100	工业用地：$100	
1.8	20	警察局：$500	警察局：$500	
1.9	18	消防隊：$500	消防队：$500	
1.10	24	雷射機器人球場：$3000	雷射机器人球场：$3000	
1.11	26	冷融合反應爐：$5000	冷融合反应炉：$5000	
1.12	22	氣墊船港：$5000	气垫船港：$5000	
1.13	18	太空港：$10000	太空港：$10000	
1.14	26	核能發電廠：$3000	核能发电厂：$3000	
2.0	179	交通警訊——饒了我們吧。在這座城\n裡要去哪都得花上好幾個小時，交通\n爛透了。要嘛想辦法改善這個沒法忍\n的狀況，要嘛去弄一台防彈禮車。	交通警讯——饶了我们吧。在这座城\n里要去哪都得花上好几个小时，交通\n烂透了。要嘛想办法改善这个没法忍\n的状况，要嘛去弄一台防弹礼车。	
2.1	177	　　治安警報\n我們這座美麗的城，實在可憐，\n犯罪的情況，一點也不好看。\n你最好快點修好——\n如果你還想保住這份工作，\n否則憤怒的暴民\n會把你票出辦公室！	　　治安警报\n我们这座美丽的城，实在可怜，\n犯罪的情况，一点也不好看。\n你最好快点修好——\n如果你还想保住这份工作，\n否则愤怒的暴民\n会把你票出办公室！	
2.2	219	爐心熔毀——你的發電廠發生爐心熔\n毀。我們早就說過會出事，你有聽嗎？\n這問題要好幾個世代才會過去，\n所以別指望連任了。	炉心熔毁——你的发电厂发生炉心熔\n毁。我们早就说过会出事，你有听吗？\n这问题要好几个世代才会过去，\n所以别指望连任了。	
